step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,56.00,52.00,0.7143,42,28,35.00,0.1934,0.1588,1.5827,1.3610,0,0,false
1,56.00,54.00,0.7143,41,27,34.00,0.1867,0.1555,1.5827,1.3610,40,0,false
2,54.00,54.00,0.7143,40,26,33.00,0.1856,0.1525,1.5827,1.2955,35,0,false
3,46.00,52.00,0.7143,39,25,32.00,0.1830,0.1524,1.5827,0.9710,34,0,false
4,50.00,56.00,0.7143,38,24,31.00,0.1691,0.1498,1.5827,0.9710,34,0,false
5,62.00,70.00,0.7143,37,23,30.00,0.1533,0.1474,1.5827,0.9710,30,0,false
6,68.00,70.00,0.7143,36,22,29.00,0.1431,0.1456,1.5827,0.9710,27,0,false
7,70.00,70.00,0.7143,35,21,28.00,0.1400,0.1419,1.5827,0.9710,21,0,false
8,46.00,72.00,0.7143,34,20,27.00,0.1309,0.1428,1.5827,1.2955,21,0,false
9,58.00,74.00,0.7143,33,19,26.00,0.1205,0.1387,1.5827,1.2955,19,0,false
10,48.00,72.00,0.7143,32,18,25.00,0.1167,0.1321,1.5827,1.2955,18,0,false
11,54.00,74.00,0.7143,31,17,24.00,0.1102,0.1301,1.5827,1.2955,17,0,false
12,52.00,86.00,0.7143,30,16,23.00,0.0932,0.1276,1.5827,1.2955,16,0,false
13,56.00,90.00,0.7143,29,15,22.00,0.0854,0.1229,1.5827,1.2955,14,0,false
14,52.00,88.00,0.7143,28,14,21.00,0.0796,0.1172,1.5827,1.2955,13,0,false
15,54.00,88.00,0.7143,27,13,20.00,0.0776,0.1135,1.5827,1.2955,11,0,false
16,56.00,90.00,0.7143,26,12,19.00,0.0705,0.1077,1.5827,1.2955,11,0,false
17,66.00,84.00,0.7143,25,11,18.00,0.0658,0.1018,1.5827,1.2955,11,0,false
18,62.00,92.00,0.7143,24,10,17.00,0.0548,0.0954,1.5827,1.2955,10,0,false
19,60.00,88.00,0.7143,23,9,16.00,0.0508,0.0890,1.5827,1.3710,9,0,false
20,72.00,90.00,0.7143,22,8,15.00,0.0443,0.0790,1.5827,1.1568,8,0,false
21,64.00,88.00,0.7143,21,7,14.00,0.0372,0.0724,1.5827,1.1568,7,0,false
22,64.00,92.00,0.7347,20,7,13.50,0.0321,0.0682,1.5827,1.1568,4,0,false
23,60.00,94.00,0.7551,19,7,13.00,0.0249,0.0622,1.5827,1.1568,3,0,false
24,64.00,94.00,0.7755,18,7,12.50,0.0198,0.0474,1.5827,1.1568,2,0,false
25,68.00,96.00,0.7959,17,7,12.00,0.0153,0.0355,1.5827,1.1568,2,0,false
26,68.00,98.00,0.8163,16,7,11.50,0.0153,0.0355,1.5827,1.1568,1,0,false
27,68.00,98.00,0.8367,15,7,11.00,0.0153,0.0355,1.5827,1.1568,1,0,false
28,62.00,98.00,0.8571,14,7,10.50,0.0147,0.0348,1.5827,1.1568,1,0,false
29,68.00,96.00,0.8776,13,7,10.00,0.0147,0.0339,1.5827,1.1568,1,0,false
30,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,1,0,false
31,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,1,false
32,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,2,false
33,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,3,false
34,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,4,false
35,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,5,false
36,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,6,false
37,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,7,false
38,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,8,false
39,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,9,false
40,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,10,false
41,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,11,false
42,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,12,false
43,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,13,false
44,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,14,false
45,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,15,false
46,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,16,false
47,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,17,false
48,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,18,false
49,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,19,false
50,68.00,100.00,0.8980,12,7,9.50,0.0102,0.0275,1.5827,1.1568,0,20,true
