step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,60.00,86.00,0.0000,-1,-1,-1.00,0.1325,0.1093,1.5844,1.4855,0,0,false
1,68.00,84.00,0.0000,-1,-1,-1.00,0.1305,0.1113,1.5844,1.4855,39,0,false
2,62.00,86.00,0.0000,-1,-1,-1.00,0.1248,0.1094,1.5844,1.4855,35,0,false
3,56.00,86.00,0.0000,-1,-1,-1.00,0.1219,0.1077,1.5844,1.4855,32,0,false
4,60.00,86.00,0.0000,-1,-1,-1.00,0.1178,0.1066,1.5844,1.2955,31,0,false
5,66.00,86.00,0.0000,-1,-1,-1.00,0.1140,0.1038,1.5844,1.2955,31,0,false
6,52.00,88.00,0.0000,-1,-1,-1.00,0.1072,0.1040,1.5844,1.3610,31,0,false
7,60.00,88.00,0.0000,-1,-1,-1.00,0.0990,0.0992,1.5844,1.3610,30,0,false
8,50.00,88.00,0.0000,-1,-1,-1.00,0.0934,0.0976,1.5844,1.3610,27,0,false
9,46.00,88.00,0.0000,-1,-1,-1.00,0.0869,0.0941,1.5844,1.3610,27,0,false
10,46.00,88.00,0.0000,-1,-1,-1.00,0.0816,0.0926,1.5844,1.3610,25,0,false
11,62.00,88.00,0.0000,-1,-1,-1.00,0.0796,0.0879,1.5844,0.9710,21,0,false
12,50.00,88.00,0.0000,-1,-1,-1.00,0.0784,0.0864,1.5844,1.3610,21,0,false
13,50.00,92.00,0.0000,-1,-1,-1.00,0.0704,0.0827,1.5844,1.5219,21,0,false
14,48.00,92.00,0.0000,-1,-1,-1.00,0.0692,0.0783,1.5844,1.5219,19,0,false
15,52.00,92.00,0.0000,-1,-1,-1.00,0.0653,0.0786,1.5844,1.5219,17,0,false
16,52.00,92.00,0.0000,-1,-1,-1.00,0.0592,0.0744,1.5844,1.5219,17,0,false
17,52.00,92.00,0.0000,-1,-1,-1.00,0.0592,0.0674,1.5844,1.5219,16,0,false
18,46.00,94.00,0.0000,-1,-1,-1.00,0.0558,0.0668,1.5844,1.5219,16,0,false
19,62.00,98.00,0.0000,-1,-1,-1.00,0.0446,0.0621,1.5844,1.5219,15,0,false
20,42.00,98.00,0.0000,-1,-1,-1.00,0.0429,0.0572,1.5844,1.5219,13,0,false
21,46.00,98.00,0.0000,-1,-1,-1.00,0.0388,0.0561,1.5844,1.5219,12,0,false
22,48.00,98.00,0.0000,-1,-1,-1.00,0.0320,0.0500,1.5844,1.4855,9,0,false
23,50.00,98.00,0.0000,-1,-1,-1.00,0.0303,0.0449,1.5844,1.4855,8,0,false
24,50.00,98.00,0.0000,-1,-1,-1.00,0.0303,0.0449,1.5844,1.4855,7,0,false
25,48.00,100.00,0.0000,-1,-1,-1.00,0.0255,0.0412,1.5844,1.4855,7,0,false
26,44.00,100.00,0.0000,-1,-1,-1.00,0.0221,0.0359,1.5844,1.4855,7,0,false
27,34.00,100.00,0.0000,-1,-1,-1.00,0.0204,0.0318,1.5844,1.2955,6,0,false
28,48.00,100.00,0.0000,-1,-1,-1.00,0.0190,0.0304,1.5844,1.2955,6,0,false
29,48.00,100.00,0.0000,-1,-1,-1.00,0.0136,0.0255,1.5844,1.2955,6,0,false
30,44.00,100.00,0.0000,-1,-1,-1.00,0.0117,0.0224,1.5844,1.2955,4,0,false
31,36.00,100.00,0.0000,-1,-1,-1.00,0.0117,0.0224,1.5844,1.2955,2,0,false
32,42.00,100.00,0.0000,-1,-1,-1.00,0.0100,0.0217,1.5844,1.2955,2,0,false
33,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,1,0,false
34,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,0,1,false
35,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,0,2,false
36,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,0,3,false
37,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,0,4,false
38,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,0,5,false
39,38.00,100.00,0.0000,-1,-1,-1.00,0.0079,0.0201,1.5844,1.2955,0,6,false
